title_romaji,title_english,meanScore,R_expected,OI,Interpretation
Energy Kyouka!!,Energy Kyouka!! Getting Off Edition,65.0,63.87500621378308,1.124993786216919,Fairly rated
Kyuuseishu,Kyuseishu,70.0,68.87735652787404,1.122643472125958,Fairly rated
NEW GAME!,NEW GAME!,74.0,72.87785381737663,1.1221461826233678,Fairly rated
Wakarebana,Thank you and goodbye.,65.0,63.878323664539074,1.1216763354609256,Fairly rated
Tsue to Tsurugi no Wistoria,Wistoria: Wand and Sword,78.0,76.88032059150329,1.119679408496708,Fairly rated
Maid Ane,Maid for Pleasure,58.0,56.88056813550571,1.1194318644942882,Fairly rated
Ore dake Level Up na Ken: ReAwakening,Solo Leveling -ReAwakening-,81.0,79.88666436487486,1.1133356351251393,Fairly rated
Kiniro no Corda: primo passo,La Corda D'Oro: Primo Passo,69.0,67.8900642929575,1.1099357070424958,Fairly rated
Chocolat no Mahou,The Magic of Chocolate,59.0,57.892681766111934,1.1073182338880656,Fairly rated
Ai wo Komete,With Love,54.0,52.8957482353881,1.1042517646119023,Fairly rated
Himouto! Umaru-chan R,Himouto! Umaru-chan R,71.0,69.89623679838637,1.1037632016136314,Fairly rated
Lightning Trap: Leina & Laika,Lightning Trap: Leina & Laika,52.0,50.89890679607372,1.1010932039262826,Fairly rated
Bokura wa Minna Kawaisou,The Kawai Complex Guide to Manors and Hostel Behavior,74.0,72.90003690521235,1.099963094787654,Fairly rated
Senritsu no Mirage Pokémon,Pokémon: The Mastermind of Mirage Pokémon,63.0,61.901302130584824,1.0986978694151759,Fairly rated
Hai to Gensou no Grimgar,Grimgar of Fantasy and Ash,74.0,72.90136571616843,1.0986342838315721,Fairly rated
Haru Hisagi,Prostitution,66.0,64.90231517188482,1.0976848281151774,Fairly rated
Haja Kyosei G Dangaiou,Great Dangaioh,60.0,58.90291879448142,1.0970812055185775,Fairly rated
Natural,Teacher's Pet,52.0,50.90561247292637,1.0943875270736285,Fairly rated
Ballpark de Tsukamaete!,Catch Me at the Ballpark!,69.0,67.90849068604925,1.091509313950752,Fairly rated
Towa no Quon 3: Mugen no Renza,Towanoquon: The Complicity of Dreams,71.0,69.90867031966312,1.0913296803368837,Fairly rated
Omoikou,Omoikou,70.0,68.90867635102828,1.0913236489717235,Fairly rated
Hana no Joshi Ana: Newscaster Etsuko,Foxy Nudes,58.0,56.91376372809644,1.0862362719035588,Fairly rated
Marine Shukkou!!,Marine Set Sail!!,74.0,72.91432534225771,1.0856746577422882,Fairly rated
Sewayaki Kitsune no Senko-san,The Helpful Fox Senko-san,71.0,69.9145002582276,1.085499741772395,Fairly rated
Kuroko no Basket: Last Game,Kuroko's Basketball: Last Game,79.0,77.91503399043387,1.0849660095661307,Fairly rated
Shade no Hokori wa Enchou,Shade,65.0,63.91551577951148,1.0844842204885197,Fairly rated
lilac (bombs Jun Togawa),lilac (bombs Jun Togawa),55.0,53.91584924447752,1.0841507555224794,Fairly rated
Choujuu Kishin Dancougar,Dancouga: Super Beast Machine God,69.0,67.91663228729493,1.0833677127050692,Fairly rated
Tensei Oujo to Tensai Reijou no Mahou Kakumei,The Magical Revolution of the Reincarnated Princess and the Genius Young Lady,75.0,73.9191615971594,1.0808384028405982,Fairly rated
planetarian: Hoshi no Hito,Planetarian: Storyteller of the Stars,77.0,75.91971508118519,1.0802849188148116,Fairly rated
Undead Unluck: Winter-hen,Undead Unluck: Winter Arc,77.0,75.9213921772212,1.0786078227788067,Fairly rated
Kimi ni Sekai,This World to You,68.0,66.92258420601581,1.077415793984187,Fairly rated
Youkai Watch Movie: Tanjou no Himitsu da Nyan!,Yo-Kai Watch: The Movie,68.0,66.92440198798097,1.0755980120190287,Fairly rated
Isshuukan Friends.,One Week Friends,73.0,71.92837805827418,1.071621941725823,Fairly rated
Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai,The Salacious City: Head-to-Toe Harassment,58.0,56.92873332339997,1.0712666766000325,Fairly rated
Moke Moke Taishou Dendo Musume ARISA,Arisa,56.0,54.92959527611879,1.0704047238812109,Fairly rated
Shugo Chara!! Doki,Shugo Chara!! Doki,72.0,70.9298088759065,1.0701911240934976,Fairly rated
Parade Parade,Parade Parade,54.0,52.9323238602956,1.0676761397044032,Fairly rated
Cheer Danshi!!,Cheer Boys!!,63.0,61.93245605415708,1.067543945842921,Fairly rated
Oyayubi Hime: Monogatari,Thumbelina: A Magical Story,60.0,58.93468204612958,1.0653179538704194,Fairly rated
Mindiao Ju Yi Wen Lu 2 ,Bureau of Paranormal Investigation Season 2,64.0,62.9354854492163,1.0645145507836986,Fairly rated
ONE PIECE: Nejimaki-jima no Bouken - Jango no Dance Carnival,One Piece: Django's Dance Carnival,67.0,65.93592206505207,1.0640779349479317,Fairly rated
Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,88.0,86.93692945808326,1.063070541916744,Fairly rated
Shakugan no Shana II (Second),Shakugan no Shana: Season II ,72.0,70.93924085253909,1.0607591474609137,Fairly rated
Shi Huang Zhi Shen,God of Deception,58.0,56.94247147561665,1.0575285243833505,Fairly rated
shake,Shake,47.0,45.943819708902545,1.056180291097455,Fairly rated
Simoun,Simoun,70.0,68.94394207561658,1.056057924383424,Fairly rated
Tensei Shitara Slime Datta Ken 2nd Season Part 2,That Time I Got Reincarnated as a Slime Season 2 Part 2,82.0,80.94574630335556,1.0542536966444374,Fairly rated
Xi Yangyang Yu Hui Tailang: Qihuan Tiankong Dao,Pleasant Goat and Big Big Wolf: Flying Island: The Sky Adventure ,51.0,49.946051313845956,1.053948686154044,Fairly rated
Oushitsu Kyoushi Heine Movie,The Royal Tutor Movie,72.0,70.94772833368792,1.0522716663120804,Fairly rated
PSYCHO-PASS 3,PSYCHO-PASS 3,73.0,71.94944697258721,1.0505530274127892,Fairly rated
Log Horizon 2,Log Horizon 2,73.0,71.94947318151334,1.0505268184866594,Fairly rated
Shin Koihime†Musou: Otome Tairan,Shin Koihime Musou: Otome Tairan,65.0,63.95024257071566,1.049757429284341,Fairly rated
Shingeki no Bahamut: GENESIS - Short story,Rage of Bahamut: Genesis - Short Story,69.0,67.95172273518989,1.0482772648101104,Fairly rated
Tales of Crestoria Off Shot Movie,Tales of Crestoria Behind the Scenes,58.0,56.95196165133207,1.04803834866793,Fairly rated
Kanon (2006),Kanon (2006),76.0,74.95873056144876,1.0412694385512395,Fairly rated
Ookami Kodomo no Ame to Yuki,Wolf Children,83.0,81.96514159051583,1.0348584094841726,Fairly rated
Nurse Witch Komugi-chan R,Nurse Witch KOMUGI R,57.0,55.96534298590312,1.0346570140968794,Fairly rated
Cardfight!! Vanguard: will+Dress Season 2,Cardfight!! Vanguard will+Dress Season 2,65.0,63.96764845978022,1.0323515402197785,Fairly rated
Aku no Onna Kanbu: Full Moon Night,Evil Woman Executive Full Moon Night,61.0,59.96929943247754,1.0307005675224588,Fairly rated
Sewing Love,Sewing Love,64.0,62.97094488494898,1.0290551150510225,Fairly rated
Mitsubachi Maya no Bouken,Maya the Bee,63.0,61.97262438492313,1.0273756150768705,Fairly rated
boin Lecture,Boin Lecture,60.0,58.97553794771465,1.024462052285351,Fairly rated
Anne Happy♪,Anne-Happy,66.0,64.97592864578573,1.0240713542142714,Fairly rated
Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,Alfred J. Quack,67.0,65.97721109042341,1.0227889095765903,Fairly rated
Utsukushii Hoshi,Beautiful Planet,45.0,43.977363376811326,1.0226366231886743,Fairly rated
Aggressive Retsuko: We Wish You A Metal Christmas,Aggretsuko: We Wish You A Metal Christmas,71.0,69.97964259458284,1.0203574054171582,Fairly rated
RUDE LOSE DANCE,RUDE LOSE DANCE,71.0,69.98193576942343,1.0180642305765701,Fairly rated
An Ling Yu Shi Di Qi,Stitch & Ai,52.0,50.982954475670745,1.017045524329255,Fairly rated
"Kizutsukedo, Aishiteru.","It Might Be Painful, but I Still Love It.",73.0,71.98419332737318,1.0158066726268231,Fairly rated
Benghuai 3: Reburn: II,Honkai Impact 3rd - Reburn: II,69.0,67.98433675137032,1.0156632486296786,Fairly rated
Tsurezure Children,Tsuredure Children,74.0,72.9865714323924,1.0134285676076047,Fairly rated
RE-MAIN,RE-MAIN,69.0,67.98752694237345,1.0124730576265506,Fairly rated
Netorare Fighter Yaricchingu!,THE LEWD BOAT,57.0,55.98897140407652,1.0110285959234773,Fairly rated
Bakunyuu Oyako,Anyone You Can Do... I Can Do Better!,57.0,55.990413522693345,1.0095864773066552,Fairly rated
Zhandou Wang: Jufeng Zhan Hun 2,Infinity Nado 2,49.0,47.991135287298405,1.0088647127015946,Fairly rated
"Tensei Kizoku, Kantei Skill de Nariagaru 2nd Season","As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World Season 2",74.0,72.9913826908593,1.0086173091407034,Fairly rated
Mahou Shoujo Tai Arusu,Tweeny Witches,68.0,66.9918082594204,1.0081917405796048,Fairly rated
School Rumble,School Rumble,76.0,74.99218501377914,1.0078149862208647,Fairly rated
Kamisama no Inai Nichiyoubi,Sunday Without God,69.0,67.99462946264187,1.0053705373581323,Fairly rated
Code:Realize: Sousei no Himegimi - Set a thief to catch a thief,Code: Realize ~Guardian of Rebirth~ Set a thief to catch a thief,66.0,64.99943652558736,1.000563474412644,Fairly rated
Masuda Kousuke Gekijou Gag Manga Biyori +,Gag Manga Biyori Plus (S4),55.0,54.002403056269785,0.9975969437302155,Fairly rated
Nenga no Kizuna,New Year's Card Bonds,51.0,50.00463667666882,0.9953633233311834,Fairly rated
Gakkou Gurashi!,SCHOOL-LIVE!,74.0,73.00701296562238,0.9929870343776201,Fairly rated
Gaki ni Modotte Yarinaoshi!!!,Making A Cumback to Early Days!,67.0,66.00748480628815,0.9925151937118528,Fairly rated
WONDER,Wonder,60.0,59.00813502037076,0.9918649796292414,Fairly rated
Koukaku Kidoutai: STAND ALONE COMPLEX - Tachikoma na Hibi,Ghost in the Shell: Stand Alone Complex: Tachikomatic Days,65.0,64.00916095441424,0.9908390455857585,Fairly rated
Tenshi na Konamaiki Specials,Cheeky Angel DVD Specials,52.0,51.01074544134456,0.9892545586554391,Fairly rated
Sengoku Choujuu Giga: Kou,SENGOKUCHOJYUGIGA,53.0,52.01097574990555,0.9890242500944524,Fairly rated
UFO Robo Grendizer: Akai Yuuhi no Taiketsu,UFO Robo Grendizer: Confrontation in the Red Setting Sun,56.0,55.01543561536445,0.9845643846355472,Fairly rated
Wu Nao Monü,Agate,63.0,62.0159723879498,0.9840276120501983,Fairly rated
Teppen!!!!!!!!!!!!!!!,TEPPEN!!!!!!!!!!!!!!! Laughing 'til You Cry,63.0,62.01645533405852,0.9835446659414799,Fairly rated
Digimon Frontier: Ornismon Fukkatsu!!,Digimon Frontier: Island of Lost Digimon,65.0,64.01852007942038,0.9814799205796163,Fairly rated
Dai Mahou Touge,Magical Witch Punie-Chan,67.0,66.01894585378227,0.9810541462177298,Fairly rated
Demi-chan wa Kataritai,Interviews with Monster Girls,73.0,72.01960049669478,0.9803995033052217,Fairly rated
Stitch! Special,Stitch vs. Penny,53.0,52.024688351513845,0.975311648486155,Fairly rated
Kakumeiki Valvrave 2,Valvrave the Liberator 2,68.0,67.02477118972108,0.9752288102789208,Fairly rated
Jashin-chan Dropkick’: Chitose-hen,Dropkick on My Devil!! Dash: Chapter Chitose,71.0,70.03006367159728,0.9699363284027243,Fairly rated
NIJIYON ANIMATION,NIJIYON ANIMATION,69.0,68.03842592761353,0.961574072386469,Fairly rated
TV Yarou Nanaana: Wakuwaku Doukutsu Land,Wacky TV Nanana 2nd season,58.0,57.03885280168908,0.9611471983109183,Fairly rated
"Komi-san wa, Komyushou desu. 2",Komi Can't Communicate Part 2,79.0,78.04061123125359,0.9593887687464075,Fairly rated
Mutsugo to Ouma no Monogatari,Mutsugo to Ouma no Monogatari,56.0,55.040696117688704,0.9593038823112963,Fairly rated
Towa no Quon 5: Souzetsu no Raifuku,Towanoquon: The Return of the Invincible,71.0,70.04186662683294,0.9581333731670583,Fairly rated
Inukami! THE MOVIE: Tokumei Reiteki Sousakan Karina Shirou!,Inukami! The Movie: Spiritual Investigator Shiro Karina!,65.0,64.04246558032794,0.9575344196720579,Fairly rated
Uta no☆Prince-sama♪ Maji LOVE Revolutions,Uta no Prince Sama Revolutions,66.0,65.04392757480863,0.9560724251913655,Fairly rated
Joker Game,Joker Game,66.0,65.04913359891049,0.9508664010895131,Fairly rated
Takopii no Genzai,Takopi's Original Sin,87.0,86.0491447698903,0.9508552301096955,Fairly rated
Kodai Ouja Kyouryuu King: D-Kids Adventure - Yokuryuu Densetsu,Dinosaur King Season 2,65.0,64.05078466043159,0.9492153395684113,Fairly rated
Pitaten,Pita-Ten,66.0,65.05092065192437,0.9490793480756281,Fairly rated
Uchuu Kaizoku Captain Harlock: Arcadia-gou no Nazo,Space Pirate Captain Harlock: Riddle of the Arcadia Episode,67.0,66.0509593288819,0.9490406711180981,Fairly rated
Hitorijime My Hero,Hitorijime My Hero,70.0,69.0510557990913,0.9489442009086986,Fairly rated
Di Gi Charat Nyo,Di Gi Charat Nyo,69.0,68.0523482795289,0.9476517204711001,Fairly rated
Digimon Savers,Digimon Data Squad,67.0,66.0550752562032,0.944924743796804,Fairly rated
Nekomonogatari (Kuro),Nekomonogatari Black,77.0,76.05937029492989,0.9406297050701085,Fairly rated
Scrapped Princess,Scrapped Princess,71.0,70.06126177329216,0.9387382267078408,Fairly rated
Kyokujitsu no Kantai,The Fleet of the Rising Sun,56.0,55.06504228674146,0.9349577132585409,Fairly rated
Ryuu no Haisha,The Dragon Dentist,72.0,71.06532765949146,0.9346723405085413,Fairly rated
Youjo Senki Movie,Saga of Tanya the Evil - the Movie -,81.0,80.06560762068403,0.9343923793159661,Fairly rated
Taisei Kensetsu: Sri Lanka Kousokudouro,Taisei Corporation CM: Sri Lanka Expressway,56.0,55.06653787896595,0.9334621210340472,Fairly rated
WHITE ALBUM 2,White Album 2,73.0,72.0668333665867,0.9331666334132933,Fairly rated
Megami no Café Terrace 2nd Season,The Café Terrace and Its Goddesses Season 2,73.0,72.06748496442657,0.9325150355734309,Fairly rated
Watashi ni Tenshi ga Maiorita!,WATATEN!: an Angel Flew Down to Me,70.0,69.06990466278673,0.9300953372132739,Fairly rated
SYNDUALITY Noir Part 2,Synduality Noir Part 2,71.0,70.07252260230739,0.9274773976926127,Fairly rated
Grisaia no Meikyuu: Takizono Basket-bu no Nama Cream Party!,The Labyrinth of Grisaia: Takizono Basket-bu no Nama Cream Party!,67.0,66.07376836517204,0.9262316348279569,Fairly rated
Tenchi Muyou! Ryououki Dai 4-ki,Tenchi Muyo! Ryo-Ohki Season 4,63.0,62.078659975018326,0.9213400249816743,Fairly rated
Oni Chichi: Re-born,Demon Father Re-born,64.0,63.08019900804653,0.9198009919534726,Fairly rated
Gundam: G no Reconguista III - Uchuu kara no Isan,Reconguista in G the Movie III Legacy from Space,71.0,70.08082415323413,0.9191758467658673,Fairly rated
Yareruko! Densha Ecchi,Bangable Girl! Train Sex,62.0,61.082460841343064,0.9175391586569361,Fairly rated
Pokémon Concierge,Pokémon Concierge,77.0,76.08321393687723,0.9167860631227711,Fairly rated
Fuyu no Sonata,Winter Sonata,64.0,63.0848516861619,0.9151483138381025,Fairly rated
Break Blade Picture Drama,Broken Blade Picture Drama,57.0,56.085942292414224,0.9140577075857763,Fairly rated
Wanpaku Ouji no Orochi Taiji,"Orochi, the Eight-Headed Dragon",65.0,64.08608278496024,0.9139172150397599,Fairly rated
Poputepipikku TV Special,POP TEAM EPIC TV SPECIAL,72.0,71.09080984486687,0.9091901551331318,Fairly rated
Kimi wa Meido-sama.,You are Ms. Servant,69.0,68.09150886934111,0.9084911306588879,Fairly rated
Rental Magica,Rental Magica,66.0,65.09273419062679,0.9072658093732144,Fairly rated
Random (web edit ver.),Random (web edit ver.),50.0,49.09285153672044,0.9071484632795617,Fairly rated
Long Zu 2,Dragon Raja II -The Mourner's Eyes-,75.0,74.09332919190196,0.9066708080980419,Fairly rated
Kono Subarashii Sekai ni Bakuen wo!,KONOSUBA -An Explosion on This Wonderful World!,74.0,73.09648547149449,0.9035145285055108,Fairly rated
Watt Poe to Bokura no Ohanashi,Watt Poe,53.0,52.097609850754566,0.9023901492454343,Fairly rated
pray,Pray,71.0,70.09819629614049,0.9018037038595139,Fairly rated
Felicia,Felicia,65.0,64.0989195230998,0.901080476900205,Fairly rated
Itsuka Tenma no Kuro Usagi OVA,A Dark Rabbit has Seven Lives OVA,64.0,63.09931265878079,0.9006873412192107,Fairly rated
Shin Kidou Senki Gundam Wing: Endless Waltz Tokubetsu-hen,Mobile Suit Gundam Wing: Endless Waltz,73.0,72.10100666812957,0.8989933318704288,Fairly rated
Totsukuni no Shoujo,"The Girl From the Other Side: Siúil, a Rún",74.0,73.10340930514242,0.8965906948575793,Fairly rated
Obey Me! Special Anime: Makai Dai Ryokou!,Obey Me! Anime Special: Devildom Family Trip!,70.0,69.106077182548,0.893922817451994,Fairly rated
Seikimatsu Occult Gakuin Specials,Occult Academy Specials,61.0,60.10930420072647,0.89069579927353,Fairly rated
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,Classroom of the Elite,76.0,75.11022214401729,0.8897778559827145,Fairly rated
Toutotsu ni Egypt Shin,"Oh, Suddenly Egyptian God",64.0,63.11036842828912,0.8896315717108791,Fairly rated
Tonari no Onee-san,Girl Next Door,52.0,51.11244234961275,0.8875576503872509,Fairly rated
ROAD TO NINJA: NARUTO THE MOVIE,Road to Ninja: Naruto the Movie,74.0,73.11337225283492,0.886627747165079,Fairly rated
Bishoujo Senshi Sailor Moon: Sailor Stars,Sailor Moon Sailor Stars,77.0,76.11370535771063,0.8862946422893714,Fairly rated
Chikyuu wo Mitsumete,Encounter with Earth,46.0,45.114391664640195,0.8856083353598052,Fairly rated
Genbanojou,Genbanojo,56.0,55.11635885868422,0.8836411413157776,Fairly rated
Buddy Complex,Buddy Complex,67.0,66.12002052981123,0.879979470188772,Fairly rated
Alien 9,Alien Nine,68.0,67.12113891369832,0.8788610863016828,Fairly rated
Baka to Test to Shoukanjuu Ni!,Baka and Test - Summon the Beasts 2,73.0,72.12349626297545,0.8765037370245494,Fairly rated
Kowloon Generic Romance,KOWLOON GENERIC ROMANCE,72.0,71.12643449280856,0.8735655071914437,Fairly rated
Sengoku Musou,Samurai Warriors,58.0,57.127649190015916,0.8723508099840842,Fairly rated
Sinbad: Mahou no Lamp to Ugoku Shima,Sinbad: The Magic Lamp and the Moving Islands,59.0,58.12799316361611,0.8720068363838891,Fairly rated
Chousoku Spinner,Super YoYo,65.0,64.12899130099503,0.8710086990049746,Fairly rated
Yamada-kun to Lv999 no Koi wo Suru,My Love Story with Yamada-kun at Lv999,78.0,77.13025845973077,0.8697415402692315,Fairly rated
Pikachu no Fuyuyasumi,Pokémon: Pikachu's Winter Vacation,61.0,60.1320610207716,0.8679389792283985,Fairly rated
Tengoku,Tengoku,49.0,48.1385231021234,0.8614768978765994,Fairly rated
Mejoku,Sextra Credit,56.0,55.139367258715275,0.860632741284725,Fairly rated
Ichigo 100% OVA,Ichigo 100% Original DVD Animation,63.0,62.1403918939867,0.8596081060132974,Fairly rated
Hayate no Gotoku!,Hayate the Combat Butler,72.0,71.14216233699766,0.8578376630023428,Fairly rated
Heroman,HEROMAN,64.0,63.14325090951519,0.8567490904848114,Fairly rated
Tokosiesta,tokosiesta,69.0,68.14541844795882,0.8545815520411821,Fairly rated
Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,Sailor Moon R: Make Up! Sailor Guardians,65.0,64.14655931141311,0.8534406885868862,Fairly rated
Discipline,Discipline: The Hentai Academy,62.0,61.14918588569435,0.8508141143056491,Fairly rated
Yume ga Sameru made,Before you wake up,65.0,64.15134045156306,0.8486595484369417,Fairly rated
Oz no Mahoutsukai (1986),The Wonderful Wizard of Oz,63.0,62.15761498534508,0.8423850146549228,Fairly rated
Hetalia World Series,Hetalia World Series,68.0,67.15789076231584,0.8421092376841557,Fairly rated
Hayate no Gotoku!: Cuties,Hayate the Combat Butler: Cuties,67.0,66.1615271982288,0.8384728017712035,Fairly rated
Machine-Doll wa Kizutsukanai OVA,Unbreakable Machine-Doll OVA,64.0,63.1625470477018,0.8374529522982002,Fairly rated
Mai-Otome,My-Otome,70.0,69.16272796202423,0.8372720379757652,Fairly rated
Mahou Shoujo Lyrical Nanoha ViVid,Magical Girl Lyrical Nanoha ViVid,65.0,64.1661120642326,0.8338879357673932,Fairly rated
Yakunara Mug Cup Mo: Niban Gama,Let's Make a Mug Too 2,68.0,67.1700736389647,0.8299263610353051,Fairly rated
Yeonae Haru Jeon ZERO,A Day Before Us ZERO,70.0,69.17037891742268,0.8296210825773187,Fairly rated
HIGH CARD season 2,HIGH CARD Season 2,71.0,70.17133394564762,0.8286660543523823,Fairly rated
Kekkai Sensen: Ousama no Restaurant no Ousama,Blood Blockade Battlefront: King of Kings Restaurant Fit for a King,71.0,70.17305362247568,0.8269463775243224,Fairly rated
Shakugan no Shana III (Final),Shakugan no Shana: Season III,72.0,71.1757212481008,0.8242787518992003,Fairly rated
Dreamless Dreams,Dreamless Dreams,56.0,55.17579844430785,0.8242015556921487,Fairly rated
Getsumen To Heiki Mina,Mina,59.0,58.176774217810454,0.8232257821895459,Fairly rated
Hoshi no Kirby: Taose!! Koukaku Majuu Ebizou,Kirby 3D,55.0,54.17940889759252,0.8205911024074766,Fairly rated
Majimoji Rurumo,Magimoji Rurumo,65.0,64.18184370656942,0.8181562934305759,Fairly rated
Azumanga Daiou: Gekijou Tanpen,Azumanga Daioh: The Very Short Movie,68.0,67.1820165210296,0.8179834789704046,Fairly rated
Kikou Kantai Dairugger XV,Armored Fleet Dairugger XV,68.0,67.1836020910657,0.8163979089343059,Fairly rated
Hayate no Gotoku!: CAN'T TAKE MY EYES OFF YOU,Hayate the Combat Butler: Can't Take My Eyes Off You,67.0,66.18386917898148,0.8161308210185183,Fairly rated
K SEVEN STORIES: R:B ~BLAZE~,"K: SEVEN STORIES ""R:B - BLAZE -""",71.0,70.18393822215441,0.8160617778455901,Fairly rated
Senpai ga Uzai Kouhai no Hanashi,My Senpai is Annoying,75.0,74.18454626280851,0.8154537371914898,Fairly rated
Eoneu Nal Jameseo Kkaeeoboni Bagelyeoga Doeeo Isseotda,Bagel Girl,59.0,58.185336019686005,0.8146639803139948,Fairly rated
Koushoku Ichidai Otoko,The Sensualist,58.0,57.18603277283378,0.8139672271662235,Fairly rated
Kagaku Ninja-Tai Gatchaman II,Eagle Riders,65.0,64.18637317680725,0.8136268231927488,Fairly rated
So Ra No Wo To,Sound of the Sky,74.0,73.19477627838991,0.8052237216100906,Fairly rated
Yami no ke,Darkeling,47.0,46.19663940949931,0.803360590500688,Fairly rated
Chuunibyou demo Koi ga Shitai! Ren Specials,"Love, Chunibyo & Other Delusions - Heart Throb - Specials",69.0,68.19833280362359,0.8016671963764139,Fairly rated
Jyuushin Enbu: HERO TALES,Hero Tales,63.0,62.19863640147524,0.8013635985247589,Fairly rated
BEASTARS,BEASTARS,77.0,76.20112692814848,0.7988730718515171,Fairly rated
Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,Sailor Moon SuperS the Movie: Black Dream Hole,72.0,71.20220203644165,0.7977979635583523,Fairly rated
Philip,Philip,64.0,63.20286936663752,0.7971306333624781,Fairly rated
Dragon Quest: Abel Yuusha Densetsu,Dragon Warrior,69.0,68.20588523250316,0.7941147674968363,Fairly rated
Tatakau Shisho: The Book of Bantorra,The Book of Bantorra,68.0,67.20819768080572,0.7918023191942751,Fairly rated
Munyeodo,The Shaman Sorceress,58.0,57.21284738043815,0.7871526195618515,Fairly rated
Itadaki! Seieki♥,Vampire Vixen,69.0,68.213547355569,0.7864526444309945,Fairly rated
IGPX Immortal Grand Prix,IGPX,67.0,66.21517368288497,0.7848263171150336,Fairly rated
Slayers Gorgeous,Slayers Gorgeous,70.0,69.21665373183157,0.7833462681684296,Fairly rated
MUTEKING THE Dancing HERO,MUTEKING THE Dancing HERO,57.0,56.21694905186847,0.7830509481315318,Fairly rated
Re:_HAMATORA,Re: Hamatora,70.0,69.21842050741768,0.7815794925823241,Fairly rated
Inuyasha: Tenka Hadou no Ken,InuYasha the Movie 3: Swords of an Honorable Ruler,75.0,74.22092069566207,0.7790793043379267,Fairly rated
Kimetsu no Yaiba: Mugenjou-hen Movie 1 - Akaza Sairai,Demon Slayer: Kimetsu no Yaiba Infinity Castle,87.0,86.221944879534,0.7780551204659929,Fairly rated
Nurse Witch Komugi-chan Magikarte,Nurse Witch Komugi,66.0,65.22231352749517,0.7776864725048256,Fairly rated
Kimi no Iro,The Colors Within,79.0,78.2223486849074,0.7776513150925979,Fairly rated
Bakuten Shoot Beyblade G Revolution,Beyblade G Revolution,67.0,66.22238764457731,0.7776123554226899,Fairly rated
El Cazador,El Cazador de la Bruja,69.0,68.22340562581982,0.7765943741801777,Fairly rated
Amakage,Amakage,46.0,45.22367900168774,0.7763209983122579,Fairly rated
Chouon Senshi Borgman: LOVER'S RAIN,Sonic Soldier Borgman: Lover's Rain,59.0,58.22567165298845,0.7743283470115472,Fairly rated
Nitian Zhan Ji,The Rise of the Weak,57.0,56.22598726488952,0.7740127351104817,Fairly rated
Lollipop,Lollipop,71.0,70.22971449828081,0.7702855017191865,Fairly rated
Amaenaide yo!! Special,Ah! My Buddha Special,60.0,59.232568399857534,0.7674316001424657,Fairly rated
"Monster Strike 2: Senritsu no Lucifer, Tada Hitotsu no Hajimari no Uta",Monster Strike 2: A Rhapsody Called Lucy -The Very First Song-,58.0,57.234252094109344,0.765747905890656,Fairly rated
Oshiruko,Red Bean Soup,47.0,46.234702012648214,0.7652979873517864,Fairly rated
PEACE MAKER Kurogane: Omou-michi,Peacemaker Kurogane: Belief,63.0,62.235125552077506,0.7648744479224945,Fairly rated
Shinryaku! Ika Musume,Squid Girl,72.0,71.23590655788632,0.7640934421136762,Fairly rated
Kawaisugi Crisis,TOO CUTE CRISIS,66.0,65.23767332434565,0.7623266756543501,Fairly rated
Strike Witches 501 Butai Hasshin Shimasu!,Strike Witches: 501st JOINT FIGHTER WING Take Off!,62.0,61.239021629339035,0.7609783706609647,Fairly rated
Houkago no Breath,Pokémon: Paldean Winds,71.0,70.24013144491958,0.7598685550804163,Fairly rated
Chuubyou Gekihatsu Boy: Otoko ni Umareta Shukumei Dakara,Outburst Dreamer Boys: It's the Destiny of Those Born as Men,67.0,66.24229454251494,0.7577054574850592,Fairly rated
"Onegai☆Teacher: Marie, Ai no Gekijou",Please☆Teacher: Marie Love Theater,60.0,59.24239195418596,0.7576080458140382,Fairly rated
SPY×FAMILY Part 2,SPY x FAMILY Cour 2,81.0,80.2444705467986,0.7555294532014045,Fairly rated
22/7,22/7 (nanabun no nijyuuni),65.0,64.2455070445697,0.7544929554302939,Fairly rated
JUBITO,JUBITO,59.0,58.24583636686892,0.7541636331310784,Fairly rated
THE DOG OF FLANDERS,Dog of Flanders,75.0,74.2461599149914,0.7538400850086049,Fairly rated
Sokonashi Winna,WILD WILD HAM,43.0,42.24678551543035,0.7532144845696465,Fairly rated
Joukamachi no Dandelion,Castle Town Dandelion,69.0,68.2507765173705,0.7492234826295032,Fairly rated
Break Blade 1: Kakusei no Toki,Broken Blade,72.0,71.2509971766666,0.7490028233333987,Fairly rated
Pocket no Naka,In Your Pocket,62.0,61.2518123499655,0.7481876500345024,Fairly rated
Gimai Seikatsu,Days with My Stepsister,73.0,72.2525823195827,0.7474176804172998,Fairly rated
Gabriel Dropout,Gabriel DropOut,72.0,71.25308590599975,0.7469140940002461,Fairly rated
